RGID,RGSM,RGLB,Lane,Read1File,Read2File
60,DSP-1001660006002-A-G11,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/18c53c5fd1bb438fb415ae320047ff15/DSP-1001660006002-A-G11_S83_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-G11_S83_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=s3i1LwFboVR0173n8cAiZPleFWg%3D,https://basespace-data-east.s3-external-1.amazonaws.com/18c53c5fd1bb438fb415ae320047ff15/DSP-1001660006002-A-G11_S83_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-G11_S83_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=ODYALlnITBOMBDPpWeSPmvFOBjI%3D
61,DSP-1001660006002-A-B08,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/e46f0de25ab24c7480d1ae3200464ac0/DSP-1001660006002-A-B08_S20_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-B08_S20_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=DdR35W2ZWayTq2T938XlwzPV82Q%3D,https://basespace-data-east.s3-external-1.amazonaws.com/e46f0de25ab24c7480d1ae3200464ac0/DSP-1001660006002-A-B08_S20_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-B08_S20_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=lQd7Ahcn99koIg%2FvUvI61T3zQo8%3D
62,DSP-1001660006002-A-F07,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/0a96d52b68674ee38c4eae32004787cc/DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=kdRtrOqv3w%2F7FtVQylLu0Sp00Gg%3D,https://basespace-data-east.s3-external-1.amazonaws.com/0a96d52b68674ee38c4eae32004787cc/DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=WeSusw0fs4j4xnY5LNUSUpEp3xg%3D
63,DSP-1001660006002-A-F03,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/7244e8c2facf4e4693fbae3200476745/DSP-1001660006002-A-F03_S63_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F03_S63_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=SHcx5PEKFbAQ9hnDusZjQRNbuAw%3D,https://basespace-data-east.s3-external-1.amazonaws.com/7244e8c2facf4e4693fbae3200476745/DSP-1001660006002-A-F03_S63_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F03_S63_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=I1DJ%2FmWgWH%2BnGuAW27tKXG8Bj1M%3D
64,DSP-1001660006002-A-F06,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/1ac913b7dbe241b7b95bae320047818d/DSP-1001660006002-A-F06_S66_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F06_S66_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=9MnPVR9MJU3cJrxVxNewSXYitaM%3D,https://basespace-data-east.s3-external-1.amazonaws.com/1ac913b7dbe241b7b95bae320047818d/DSP-1001660006002-A-F06_S66_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F06_S66_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=5IPAd9eEcuZhpmrzKGS39UiPKgw%3D
65,DSP-1001660006002-A-E12,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/953f5aa972014110a329ae3200474c71/DSP-1001660006002-A-E12_S60_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-E12_S60_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=6Zw7XK2WlKmy5ZHGSTDxvOAw8QM%3D,https://basespace-data-east.s3-external-1.amazonaws.com/953f5aa972014110a329ae3200474c71/DSP-1001660006002-A-E12_S60_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-E12_S60_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=6nZBKHVTDlks1xNnERyV4uFCY70%3D
66,DSP-1001660006002-A-F12,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/339a660e8dca40afb86cae320047ad40/DSP-1001660006002-A-F12_S72_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F12_S72_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=guEoXm%2BHMYMPeVRYAxXsPG%2FVZPA%3D,https://basespace-data-east.s3-external-1.amazonaws.com/339a660e8dca40afb86cae320047ad40/DSP-1001660006002-A-F12_S72_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F12_S72_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=fIJsG1cZfp%2FG185CinkOzT6uy4M%3D
67,DSP-1001660006002-A-B11,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/67bac675290047dbb742ae3200465e6d/DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=W2o%2B4oCNvr3tfb74lX5xZ8A6WLU%3D,https://basespace-data-east.s3-external-1.amazonaws.com/67bac675290047dbb742ae3200465e6d/DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=kZKPAC0n7NgguWif9jk%2FLuIKMR4%3D
68,DSP-1001660006002-A-E07,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/03fe9844fb97432bbda3ae3200472694/DSP-1001660006002-A-E07_S55_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-E07_S55_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=6vL3HT0gKVbNZ1zNrjGJocvFcco%3D,https://basespace-data-east.s3-external-1.amazonaws.com/03fe9844fb97432bbda3ae3200472694/DSP-1001660006002-A-E07_S55_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-E07_S55_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=h7zb1O6PAnTVcHxOIvpGbgzCq84%3D
69,DSP-1001660006002-A-F04,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/7d4fd6444f1548429b2cae3200476eb2/DSP-1001660006002-A-F04_S64_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F04_S64_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=IJNvaXq%2FQsz8tUaBBtrjR3UxfQM%3D,https://basespace-data-east.s3-external-1.amazonaws.com/7d4fd6444f1548429b2cae3200476eb2/DSP-1001660006002-A-F04_S64_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F04_S64_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=9I%2FTXH6jk7a4Yj3KaBwVO29k4rY%3D
70,DSP-1001660006002-A-B01,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/a0826206471a4f6ea891ae32004619da/DSP-1001660006002-A-B01_S13_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-B01_S13_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=qto0LtsTmlCIEF6VBFAOWlpFipg%3D,https://basespace-data-east.s3-external-1.amazonaws.com/a0826206471a4f6ea891ae32004619da/DSP-1001660006002-A-B01_S13_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-B01_S13_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=PG2Lmj3ll1YzR%2BpBqmg0BwTgChI%3D
71,DSP-1001660006002-A-E10,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/89c8cdd5d539416c8158ae320047396f/DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=WHYwAIaCNeHoNP%2Ben%2BLrW9LhffA%3D,https://basespace-data-east.s3-external-1.amazonaws.com/89c8cdd5d539416c8158ae320047396f/DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=wxNl3GErJoYx%2BcqNXzJmL%2FG%2BWSE%3D
72,DSP-1001660006002-A-F09,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/533d864c890e4061ad81ae32004799ec/DSP-1001660006002-A-F09_S69_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F09_S69_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=kVNvadQtRwN8%2FkGtfhPA%2BOKjmkk%3D,https://basespace-data-east.s3-external-1.amazonaws.com/533d864c890e4061ad81ae32004799ec/DSP-1001660006002-A-F09_S69_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-F09_S69_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=sxfNH1DynUvIMPMZCnTc8QBTzzE%3D
73,DSP-1001660006002-A-E02,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/3da97be7fc4843749276ae320047061c/DSP-1001660006002-A-E02_S50_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-E02_S50_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=my8PWQpWaP2tcuAYA42AIJPmdGk%3D,https://basespace-data-east.s3-external-1.amazonaws.com/3da97be7fc4843749276ae320047061c/DSP-1001660006002-A-E02_S50_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-E02_S50_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=u5V63VdLyAeefe4DXoJZfuuDmJA%3D
74,DSP-1001660006002-A-C03,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/eb0afc19c4f641ed882eae3200467614/DSP-1001660006002-A-C03_S27_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-C03_S27_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=q8mDdLyVcMOWbLxdAg2b3yeuH%2Bo%3D,https://basespace-data-east.s3-external-1.amazonaws.com/eb0afc19c4f641ed882eae3200467614/DSP-1001660006002-A-C03_S27_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-C03_S27_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=HNe4N4m%2BBTXLWNJMqlBbtXDfrJ8%3D
75,DSP-1001660006002-A-D09,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/33f5a0a913fc4ed69f5cae320046e57a/DSP-1001660006002-A-D09_S45_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-D09_S45_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=C3Ux0%2BfYhIKUNuKichTQXr1sNEA%3D,https://basespace-data-east.s3-external-1.amazonaws.com/33f5a0a913fc4ed69f5cae320046e57a/DSP-1001660006002-A-D09_S45_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-D09_S45_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=s1DX1eKZe0dBP4wkRG5sNJRJ1Wg%3D
76,DSP-1001660006002-A-A06,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/fd3c103e72f54163aa79ae320045ed83/DSP-1001660006002-A-A06_S6_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-A06_S6_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=PQMgkMYohhJfFSUeYGv4czJNGcw%3D,https://basespace-data-east.s3-external-1.amazonaws.com/fd3c103e72f54163aa79ae320045ed83/DSP-1001660006002-A-A06_S6_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-A06_S6_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=1fIOmVI6CG6NBFmT4Ni0TiVAtHw%3D
77,DSP-1001660006002-A-E06,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/965efc87f5984746afc9ae32004720b5/DSP-1001660006002-A-E06_S54_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-E06_S54_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=GOYrfocl%2B5GftfTRRMwuNCYjpOM%3D,https://basespace-data-east.s3-external-1.amazonaws.com/965efc87f5984746afc9ae32004720b5/DSP-1001660006002-A-E06_S54_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-E06_S54_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=rFgYhN0x3WW8b9JNzF%2BGF%2BLo5EY%3D
78,DSP-1001660006002-A-D01,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/c5b433d0402d4692b2b1ae320046b1f3/DSP-1001660006002-A-D01_S37_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-D01_S37_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=DLT%2B9PBH0EFlzx949S6IEGqipcI%3D,https://basespace-data-east.s3-external-1.amazonaws.com/c5b433d0402d4692b2b1ae320046b1f3/DSP-1001660006002-A-D01_S37_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-D01_S37_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=vm9rrVH7Z96DyzG%2FUUuYXAtEvV4%3D
79,DSP-1001660006002-A-A07,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/51872d47f30c4cb78d2dae320045f43d/DSP-1001660006002-A-A07_S7_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-A07_S7_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=8B3VwzuFErz%2FVTAq7L8FZ1FD9VA%3D,https://basespace-data-east.s3-external-1.amazonaws.com/51872d47f30c4cb78d2dae320045f43d/DSP-1001660006002-A-A07_S7_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-A07_S7_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=0Ib7EBvT5C4SLqZ6zOQvMmsyO1o%3D
80,DSP-1001660006002-A-G03,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/5da99831efa94b128e11ae320047c04d/DSP-1001660006002-A-G03_S75_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-G03_S75_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=YTr3F2GlijAugKBh9cRHpTgM4xY%3D,https://basespace-data-east.s3-external-1.amazonaws.com/5da99831efa94b128e11ae320047c04d/DSP-1001660006002-A-G03_S75_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-G03_S75_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=bilotUCxFbodB%2FhGBO5Z3Pl58Z0%3D
81,DSP-1001660006002-A-C08,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/ac939adf12af46328218ae32004692d5/DSP-1001660006002-A-C08_S32_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-C08_S32_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=bcz10cUGnaTvivEGJkjiRDqPcLk%3D,https://basespace-data-east.s3-external-1.amazonaws.com/ac939adf12af46328218ae32004692d5/DSP-1001660006002-A-C08_S32_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-C08_S32_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=IB%2Bqory4njTXjUvanghm1%2BlgMLM%3D
82,DSP-1001660006002-A-B04,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/463449fb7d6d4797a844ae3200462fe1/DSP-1001660006002-A-B04_S16_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-B04_S16_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=3usI0tvxv%2F4Mmlq%2B5tF59L9l%2FHU%3D,https://basespace-data-east.s3-external-1.amazonaws.com/463449fb7d6d4797a844ae3200462fe1/DSP-1001660006002-A-B04_S16_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-B04_S16_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=0jlgi4jdnnJzZAQfZx%2BdUiYe5BE%3D
83,DSP-1001660006002-A-B07,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/6d63865b1f0346958c86ae3200464552/DSP-1001660006002-A-B07_S19_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-B07_S19_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=HhsQLxd2eKIjQfnZwL%2BqCu1ScoY%3D,https://basespace-data-east.s3-external-1.amazonaws.com/6d63865b1f0346958c86ae3200464552/DSP-1001660006002-A-B07_S19_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-B07_S19_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=QCHivPJg8okS9UoLX60YMpQ6kbA%3D
84,DSP-1001660006002-A-F08,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/7beb283d9c0d40b4bc21ae3200479391/DSP-1001660006002-A-F08_S68_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-F08_S68_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=W1iWCQfe797cSXDFrZCgLTIpU8c%3D,https://basespace-data-east.s3-external-1.amazonaws.com/7beb283d9c0d40b4bc21ae3200479391/DSP-1001660006002-A-F08_S68_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-F08_S68_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=SRPIH%2FeinQkGqvbhI2gU%2FirMyDc%3D
85,DSP-1001660006002-A-H02,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/f321327d83df4165a5b0ae32004812ee/DSP-1001660006002-A-H02_S86_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-H02_S86_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=XCEs8cnmeEwpbUK99IR32s99aB4%3D,https://basespace-data-east.s3-external-1.amazonaws.com/f321327d83df4165a5b0ae32004812ee/DSP-1001660006002-A-H02_S86_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617274&response-content-disposition=filename%3DDSP-1001660006002-A-H02_S86_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=ucpidsjlo3SgKH%2FRVdb%2FRGsOm68%3D
